XXX,Sample,FD10,FD11,FD12,FD13,FD14,FD15,FD16,FD17,FD18,FD31,FD32,FD33,FD34,FD35,FD36,FD43,FD44,FD45,FD46,FD47,FD48,FD7,FD8,FD9,Totalpersamp,totalfeatures,relabund,reabund*100,size
X,01407dff9187239ef65ae8514b77869f,0,0,0,0,109,44,53,69,43,0,0,29,38,14,42,0,58,0,0,15,0,21,113,40,688,1135022,0.000606156,0.060615565,4.06
X,0232c8f4f3f2b7268891c772901d4678,5,0,0,0,7,0,12,0,7,8,0,0,0,4,9,9,9,0,3,0,0,7,0,7,87,1135022,7.66505E-05,0.00766505,4.01
X,03d0864275ffa173ba848eb1d370daa6,12,13,0,0,22,0,12,0,27,21,0,0,18,0,0,0,30,38,30,0,33,0,36,15,307,1135022,0.000270479,0.027047934,4.03
X,0417932f92ef088ce95891d729697bbf,40,0,0,0,0,31,0,0,0,65,0,0,98,74,75,0,0,62,51,0,0,59,100,63,718,1135022,0.000632587,0.063258686,4.06
X,043ffb43eda2598aa536d3affb924a92,43,62,0,21,67,42,0,0,0,47,0,0,85,49,61,0,0,39,37,0,50,21,58,12,694,1135022,0.000611442,0.061144189,4.06
X,0549640f80afc02d3f5453c94f60a627,211,295,144,20,58,75,161,71,191,113,100,253,270,79,40,323,277,500,705,263,451,186,157,247,5190,1135022,0.004572599,0.457259859,4.46
X,063a8b0b4589fa1fdbeb2119ffe4faf5,0,0,19,20,0,0,0,0,26,0,0,0,48,0,0,0,0,42,71,30,13,19,32,33,353,1135022,0.000311007,0.031100719,4.03
X,0649da7b67156aed2b87a455e44c6a3c,39,0,0,0,37,78,31,0,54,155,0,60,98,50,144,0,0,46,0,0,0,41,246,40,1119,1135022,0.000985884,0.098588397,4.10
X,064b6ec110a2276ebc79fa679460bb9c,189,121,88,33,65,111,157,0,0,85,23,68,146,145,62,78,94,117,113,0,84,239,132,224,2374,1135022,0.002091589,0.209158941,4.21
X,065caf177c9bbca39283b882486de188,56,0,31,0,25,30,32,29,12,51,0,0,48,55,17,106,32,54,33,69,41,59,0,140,920,1135022,0.000810557,0.081055698,4.08
X,06e94b05336011353c109340bf138207,7,0,18,0,11,26,32,195,16,0,0,0,6,0,0,0,33,30,10,7,0,0,0,0,391,1135022,0.000344487,0.034448671,4.03
X,06f387f65f7da7bca26ef586a011265e,0,12,16,7,0,36,0,25,12,0,0,6,6,0,6,5,0,0,4,7,0,8,0,6,156,1135022,0.000137442,0.013744227,4.01
X,07155d961aea72ab502375b13ea42c76,0,0,0,0,14,22,23,27,24,0,11,0,0,0,23,43,15,9,21,20,14,0,0,0,266,1135022,0.000234357,0.023435669,4.02
X,093dbcff1372d79fd828467dbbd5d9a7,490,716,706,212,833,911,622,629,438,439,211,726,738,546,579,71,496,527,358,203,393,425,698,494,12461,1135022,0.010978642,1.097864182,5.10
X,09bf00953ec6cccbe3687aad8535b73e,62,0,0,0,36,46,21,115,107,13,0,0,55,0,0,147,82,0,12,70,57,0,0,0,823,1135022,0.000725096,0.072509608,4.07
X,0abd0956118580ee250ecb794d9ea19f,0,0,0,0,0,37,22,38,33,17,0,0,14,0,0,18,0,0,17,60,20,0,0,6,282,1135022,0.000248453,0.024845333,4.02
X,0c9930d0da80f6ff1bb5f631d7053245,0,0,0,0,0,0,7,24,0,0,0,0,35,0,47,29,43,17,0,0,26,30,0,19,277,1135022,0.000244048,0.024404813,4.02
X,0d4ced5f977118b406077655d55deb3b,0,35,72,23,33,92,61,38,52,0,0,16,21,25,52,51,0,0,36,0,0,0,0,0,607,1135022,0.000534791,0.05347914,4.05
X,0e1f53744bae7e235180cc03167e50fc,11,8,10,0,0,17,0,0,21,0,0,25,0,5,0,0,0,0,22,0,0,66,0,12,197,1135022,0.000173565,0.017356492,4.02
X,0e55339184fe9a032b6098595b39905f,0,30,0,0,27,24,36,0,0,30,0,0,23,20,0,0,0,0,0,0,8,52,38,22,310,1135022,0.000273122,0.027312246,4.03
X,0fc441a149fa25d0a1d67e0ff2eb4ebb,20,0,40,0,0,91,34,58,129,0,0,41,0,0,34,0,0,0,25,0,33,0,0,0,505,1135022,0.000444925,0.04449253,4.04
X,10d15bd789d2f850846c7042dc9759f2,0,0,0,0,0,41,0,73,64,0,18,0,0,0,0,52,57,37,29,75,50,0,0,0,496,1135022,0.000436996,0.043699593,4.04
X,126725edba04f6e6ea7cd4fab67c9ecb,77,49,24,12,12,0,19,0,4,33,0,28,42,25,23,15,0,31,28,0,61,80,70,93,726,1135022,0.000639635,0.063963518,4.06
X,12e2bb64d262590c8c32d2b090882e42,0,34,0,0,26,30,0,88,17,0,0,0,17,21,0,15,0,0,0,0,0,41,34,17,340,1135022,0.000299554,0.029955367,4.03
X,13ad238ff80cde86ce862692d31236d7,47,106,40,54,195,72,111,97,106,74,33,37,123,176,98,0,188,153,118,55,190,39,296,77,2485,1135022,0.002189385,0.218938488,4.22
X,13e562cd4721747845d9a3d56a1c3d2e,24,20,0,0,23,0,16,38,0,21,0,0,46,26,28,0,0,13,11,0,0,34,86,40,426,1135022,0.000375323,0.037532312,4.04
X,14a79b7e1862deef2d42d29f4b716778,12,31,0,0,18,19,19,0,17,11,0,9,16,16,20,8,3,0,5,8,9,15,22,13,271,1135022,0.000238762,0.023876189,4.02
X,14e1dc18c05d5def613c9cf216b34d53,0,6,30,0,0,11,32,0,0,4,0,15,8,14,0,0,0,0,14,13,0,0,0,0,147,1135022,0.000129513,0.012951291,4.01
X,15013e76cab8983167cea844a3cd9c81,110,151,60,101,111,66,120,55,70,79,16,76,155,173,105,51,55,65,39,0,40,160,230,266,2354,1135022,0.002073969,0.207396861,4.21
X,151f25319c8715bb49632a77fb021ad5,34,29,43,0,47,0,34,109,76,12,0,0,24,0,32,0,90,23,42,65,40,0,32,22,754,1135022,0.000664304,0.06643043,4.07
X,157a7c6518a3b3e70daf62add4531002,586,564,208,214,456,221,507,67,174,766,121,238,842,582,498,992,715,626,697,215,519,1456,1447,1805,14516,1135022,0.012789179,1.278917942,5.28
X,15c09cb7d0c9ee2871e3599bf6f4e722,47,52,64,0,55,60,80,67,58,21,0,148,68,99,93,14,39,0,0,0,54,0,0,48,1067,1135022,0.00094007,0.094006988,4.09
X,15f25fdd487b28486331fe45f5823b08,31,36,16,0,0,53,0,0,0,25,0,74,53,42,19,0,0,22,0,0,38,0,50,20,479,1135022,0.000422018,0.042201825,4.04
X,16279d63c18f0ce497fac24287ac9ed8,70,124,124,0,167,216,250,167,187,0,55,120,134,119,124,161,182,168,252,405,335,28,30,23,3441,1135022,0.003031659,0.30316593,4.30
X,16dedc79dc6331305afc61a06e0a39e9,46,47,0,16,86,40,0,0,0,20,0,50,61,0,75,47,0,39,43,20,43,128,113,116,990,1135022,0.00087223,0.087222979,4.09
X,1783130695e075d282de454888581216,63,61,0,0,48,78,52,18,79,0,0,0,0,0,42,68,69,39,53,107,66,0,0,0,843,1135022,0.000742717,0.074271688,4.07
X,17cb6783b16db5a1c270c3a0c2462b3f,72,157,43,0,141,0,49,63,0,0,0,0,80,52,82,40,143,0,80,108,103,50,30,102,1395,1135022,0.001229051,0.122905107,4.12
X,1975f0f2b6531e29f1c84e99f1b51ef8,165,308,136,46,357,287,498,262,323,159,110,186,344,149,140,823,465,429,469,425,600,311,348,241,7581,1135022,0.006679166,0.667916569,4.67
X,19c14775b20f5cac9f0743f35ac51c6f,9,0,0,0,11,7,0,0,14,0,0,27,0,14,17,0,0,0,8,0,0,24,0,14,145,1135022,0.000127751,0.012775083,4.01
X,19e4c67043764aa2b2b5a9fd638ebb20,28,39,0,0,36,0,61,0,38,28,0,74,28,29,0,15,32,53,49,0,55,0,0,0,565,1135022,0.000497788,0.049778771,4.05
X,1a3f05d8b58c522bc987e472e8e8c485,29,55,30,18,0,28,45,15,0,0,0,27,34,30,29,43,43,33,40,0,31,0,50,51,631,1135022,0.000555936,0.055593636,4.06
X,1a8287fda101bbdcd915a9ed4840c004,110,182,97,46,155,131,117,119,0,165,0,137,188,0,151,60,0,90,0,0,70,62,106,47,2033,1135022,0.001791155,0.179115471,4.18
X,1b9123f5b28e795eec7c9fac313296a8,110,132,139,0,329,185,128,193,162,61,28,0,113,0,123,126,192,100,116,161,123,0,109,46,2676,1135022,0.002357664,0.235766355,4.24
X,1c02701bb0bdd59b7831f1c12945e458,14,77,67,0,87,29,44,13,35,61,0,41,88,78,53,12,0,88,62,0,98,98,88,69,1202,1135022,0.00105901,0.105901031,4.11
X,1c291466057260266d13db2efa0a99d7,1037,1018,501,138,830,441,499,271,501,755,285,922,871,783,569,580,426,869,1023,610,759,1670,1315,1379,18052,1135022,0.015904538,1.590453753,5.59
X,1d145835e7f0188562322f4eefb02657,74,82,138,0,84,81,89,223,138,31,0,0,72,54,68,0,114,0,0,176,85,0,65,0,1574,1135022,0.001386757,0.138675726,4.14
X,1d8f612763d34c1a3ddbeb32073dcab6,36,25,0,10,93,43,63,38,24,0,0,51,35,16,34,74,93,69,84,58,117,0,48,0,1011,1135022,0.000890732,0.089073163,4.09
X,1db00d824b8214e3110badd20a8cbd49,20,55,25,9,9,12,27,21,14,9,5,7,17,18,10,5,3,3,0,0,0,47,30,16,362,1135022,0.000318937,0.031893655,4.03
X,1de7c613f510336f19c2ce1a6089faf7,20,26,0,0,18,33,31,38,26,3,11,24,0,0,0,15,23,0,13,46,0,0,0,0,327,1135022,0.0002881,0.028810014,4.03
X,1ef2e6295de68016efd5fe1df177243c,61,0,24,0,187,38,31,36,67,0,0,0,25,23,22,47,52,29,58,0,43,102,35,39,919,1135022,0.000809676,0.080967594,4.08
X,1f8d875146897fdad4face9b82c5b15a,9,0,29,0,0,25,16,53,0,0,0,14,0,0,0,0,32,0,17,25,12,0,16,0,248,1135022,0.000218498,0.021849797,4.02
X,1fcc495884d62a95ed5843382ab3c319,0,16,13,0,0,15,21,0,0,15,23,16,0,0,0,60,21,22,33,30,39,0,0,0,324,1135022,0.000285457,0.028545702,4.03
X,1fcffe31a021e2c19708409c5cf6226b,112,95,73,23,133,100,123,28,59,21,0,14,83,50,67,16,84,43,86,0,111,28,75,81,1505,1135022,0.001325965,0.132596549,4.13
X,20800c485d918ab4ba76025fd651a6a0,33,75,58,0,80,37,67,59,64,60,38,87,60,24,32,48,41,94,80,55,43,49,53,73,1310,1135022,0.001154163,0.115416265,4.12
X,20e3fc9ceaacf533bb48079d79ebac6f,42,60,0,8,0,14,19,0,0,62,0,25,27,33,27,8,0,0,25,8,17,55,87,62,579,1135022,0.000510122,0.051012227,4.05
X,21b726d9e46d31c3340e0ded2ce93cda,88,108,38,0,229,205,254,184,184,86,44,94,89,25,110,206,280,209,179,291,277,0,109,69,3358,1135022,0.002958533,0.295853296,4.30
X,223719187a68c608d2c516c11734a452,0,39,36,0,29,0,32,45,62,0,0,0,23,0,14,62,60,0,27,118,24,14,0,0,585,1135022,0.000515409,0.051540851,4.05
X,2393ace9b1cc38db9d01fbe354f1a381,0,79,70,0,135,70,122,51,103,43,21,80,80,103,40,58,51,53,63,108,196,0,84,50,1660,1135022,0.001462527,0.146252672,4.15
X,23efce07a9a5ce9745b758327a770b9c,81,24,31,16,59,31,16,0,53,0,0,0,40,0,8,72,63,29,32,26,43,0,29,23,676,1135022,0.000595583,0.059558317,4.06
X,24abf7bfaf309973513207720f873430,0,0,41,0,26,23,45,0,22,18,0,36,26,38,41,0,15,5,0,0,25,0,13,11,385,1135022,0.0003392,0.033920047,4.03
X,2573d88484d9b2979456e4a5accbabc6,96,146,100,20,72,46,70,48,89,149,45,209,205,157,127,37,70,46,75,84,77,100,115,184,2367,1135022,0.002085422,0.208542213,4.21
X,25b2a501741d7ecb0c876cbe140fa840,483,843,333,133,613,278,727,317,519,544,209,650,818,527,234,526,258,813,483,251,697,434,850,752,12292,1135022,0.010829746,1.082974603,5.08
X,25d5661572aa5474b57290cda526b043,0,0,57,18,45,43,61,44,0,0,0,19,33,21,39,0,0,38,39,21,0,62,56,35,631,1135022,0.000555936,0.055593636,4.06
X,26005dfb7ad2e8cdbb139846af329663,72,38,0,0,289,0,44,37,30,0,9,50,0,0,0,27,106,22,0,0,16,35,137,49,961,1135022,0.00084668,0.084667962,4.08
X,2679b78111c7f345ce9f9de5fe81f244,0,78,39,39,21,28,0,0,0,61,0,58,0,97,62,0,31,0,0,0,0,129,62,49,754,1135022,0.000664304,0.06643043,4.07
X,2687ca73142102d4ea7051ae9a0cb10f,0,0,16,0,13,102,8,33,175,5,0,0,0,12,9,19,0,0,0,0,0,26,17,26,461,1135022,0.00040616,0.040615953,4.04
X,2701d1b79b4d530cca5d5e58b1d967f5,42,80,0,30,85,0,38,80,0,22,0,0,2,0,0,0,61,53,0,0,36,35,0,0,564,1135022,0.000496907,0.049690667,4.05
X,2720bf53389fb08ed27156e6b5d21e00,0,25,34,0,20,55,22,101,46,0,0,0,0,0,0,40,58,15,22,31,24,0,0,0,493,1135022,0.000434353,0.043435281,4.04
X,2743823e7602e70cfa467627e69d2774,0,10,21,0,0,0,13,62,18,0,0,0,0,24,8,38,0,8,0,18,9,0,0,0,229,1135022,0.000201758,0.02017582,4.02
X,27d5787da5e6434481488cc86719e896,225,187,113,68,88,82,140,76,153,28,0,0,74,48,80,157,182,134,24,0,79,557,116,295,2906,1135022,0.002560303,0.25603028,4.26
X,284c506d6a39ac0fd6464da973bcd0c0,227,353,282,118,352,270,545,437,273,201,60,267,503,329,306,254,213,169,167,50,226,360,365,438,6765,1135022,0.005960237,0.596023689,4.60
X,2951329abbe43dc4e3487b3f09c864de,0,15,0,0,28,0,74,20,15,41,16,22,28,30,15,17,21,38,32,0,68,34,46,23,583,1135022,0.000513646,0.051364643,4.05
X,297857e5d313afe7f8ac7a2bc0ce83a7,0,0,14,0,20,17,27,17,22,13,0,0,16,0,18,14,0,0,0,0,6,0,0,0,184,1135022,0.000162111,0.01621114,4.02
X,299814070bba81d19d3849f89ac65603,6,8,11,0,12,10,18,8,0,13,7,9,23,0,0,14,0,11,20,0,17,0,0,6,193,1135022,0.000170041,0.017004076,4.02
X,29a75f5a9161809f23325fc518c26c91,0,0,0,0,0,41,0,27,0,24,20,43,33,19,0,29,50,30,27,37,57,0,0,0,437,1135022,0.000385015,0.038501456,4.04
X,29abf79937c29f1d4d7d5739225d3b22,410,376,58,405,344,376,278,186,298,215,73,417,233,422,334,212,247,302,302,65,329,1093,987,1796,9758,1135022,0.00859719,0.859719019,4.86
X,2a071af67ec43b7126e8c362bec6e8ae,120,108,16,52,126,76,89,38,0,87,0,63,110,53,70,90,119,62,87,0,197,101,255,114,2033,1135022,0.001791155,0.179115471,4.18
X,2ac28c9b07b5c15b9e07ea8ff280d7d8,286,292,101,109,300,139,286,171,148,157,91,340,303,283,220,117,95,215,160,42,219,443,454,525,5496,1135022,0.004842197,0.484219689,4.48
X,2b24fb649625bc5758bd7fb56cc6f051,0,40,19,0,0,0,18,0,31,34,19,46,0,0,0,77,65,90,164,0,72,0,20,0,695,1135022,0.000612323,0.061232293,4.06
X,2b2bf61846ac2d5d20ebe60d9ac3ba21,14,6,3,6,0,0,0,20,5,14,0,0,9,0,14,0,0,0,0,0,0,26,36,40,193,1135022,0.000170041,0.017004076,4.02
X,2cb0993c1835d5d8b3b677ad1993f84e,17,0,0,8,22,0,0,0,19,18,0,12,0,0,0,0,0,23,0,0,0,25,30,23,197,1135022,0.000173565,0.017356492,4.02
X,2cc455e2e9e3471d84049387c933e5ae,0,198,201,29,236,281,268,88,187,150,70,216,127,157,99,0,0,66,67,0,67,58,83,96,2744,1135022,0.002417574,0.241757428,4.24
X,2ce0cbbc8aa5cd85a0f34afc594f7567,98,133,152,18,205,141,206,153,145,52,20,69,182,73,106,188,142,91,167,100,176,89,56,159,2921,1135022,0.002573518,0.25735184,4.26
X,2cee54b259de60b087645d239bb06f80,110,79,126,21,160,140,238,150,118,89,46,0,87,68,96,292,215,194,204,143,216,174,241,165,3372,1135022,0.002970868,0.297086753,4.30
X,2d12daf59d919a9813ce7e5d6490c5b0,29,21,0,6,0,0,12,0,0,26,0,32,19,0,0,0,0,14,0,0,0,34,36,15,244,1135022,0.000214974,0.021497381,4.02
X,2d16d001e21717f960cf771ae879b1dd,0,0,10,0,19,50,0,68,28,0,0,0,19,0,21,0,21,0,0,30,48,0,20,0,334,1135022,0.000294267,0.029426742,4.03
X,2d4daf13211b721af1cc1e591194d198,0,35,31,0,28,24,14,0,44,23,0,31,36,22,30,0,0,37,39,52,0,24,44,26,540,1135022,0.000475762,0.04757617,4.05
X,2d66d59115e5f8c6d716f72f4fc26f23,18,15,0,0,0,19,14,24,40,27,0,20,29,25,14,0,46,25,0,18,25,0,36,10,405,1135022,0.000356821,0.035682128,4.04
X,2d674c6a771b24e43d3aba70d1813cf6,24,32,0,0,19,46,36,36,34,0,9,15,18,11,0,27,37,0,11,0,36,0,0,0,391,1135022,0.000344487,0.034448671,4.03
X,2e1ad4de8caa2af94cb2ae810b2ed9ce,1191,2105,1572,376,2069,2509,1786,3036,2443,1803,816,1971,2694,1498,1860,2082,1915,1321,1858,2378,2151,751,1487,947,42619,1135022,0.037549052,3.754905191,7.75
X,2e280725e0cbc1f03e4fbcc5bf33694d,27,0,0,9,23,0,32,27,19,19,0,6,18,0,11,0,0,0,0,0,0,0,18,0,209,1135022,0.000184137,0.01841374,4.02
X,2e3ab9895c5da9a01ab4b5a6e18655f6,120,149,342,89,412,489,598,826,452,165,92,245,206,178,161,343,357,167,183,520,279,243,199,293,7108,1135022,0.006262434,0.626243368,4.63
X,2fc11b34402b80d30bb0a007d37e0f54,28,82,0,0,56,89,30,49,65,0,29,51,0,37,70,60,33,59,84,44,59,23,47,14,1009,1135022,0.00088897,0.088896955,4.09
X,3046627c356a24ce50a771cb00466245,113,111,45,57,164,111,106,0,117,113,0,80,115,99,0,0,140,0,74,71,133,109,134,85,1977,1135022,0.001741816,0.174181646,4.17
X,30b71cc08a69d8e08d490e65ca8559d3,0,11,0,0,35,45,38,20,17,0,0,0,0,0,0,0,60,0,0,58,34,9,0,0,327,1135022,0.0002881,0.028810014,4.03
X,30db82ecd684666762c7c5179d386246,0,0,0,0,45,48,29,0,40,29,0,0,24,0,0,16,0,27,0,42,53,0,0,0,353,1135022,0.000311007,0.031100719,4.03
X,30f9b2a0467ca25673a4be290f274842,11,22,28,0,0,0,0,17,28,0,0,0,19,0,54,22,23,30,0,34,42,0,17,0,347,1135022,0.000305721,0.030572095,4.03
X,31007730baa70d749fa552104d14c408,25,0,0,0,94,60,30,53,11,0,0,16,0,0,0,49,34,67,0,66,72,0,0,0,577,1135022,0.00050836,0.050836019,4.05
X,313a85f98077c1aa5b5ab76f7fb4b64a,0,16,51,0,37,100,103,113,40,0,0,0,0,0,21,23,50,22,14,49,49,0,0,0,688,1135022,0.000606156,0.060615565,4.06
X,319b815afe9c41888140c0b531a9fc50,0,48,25,13,30,22,40,0,0,21,0,0,37,23,32,35,31,26,46,0,0,52,0,0,481,1135022,0.00042378,0.042378033,4.04
X,31b6d495db332a8725a67e6cba15865c,36,106,130,13,100,135,139,151,151,25,26,31,54,31,24,93,164,50,37,153,107,0,32,12,1800,1135022,0.001585872,0.158587234,4.16
X,3219fac0eea51eba98fc10c81c4af213,0,22,25,0,0,66,0,65,136,12,0,0,14,0,19,68,61,19,29,107,58,0,0,0,701,1135022,0.000617609,0.061760917,4.06
X,32f6a823e61daf1b06a32cb8824a4325,60,107,0,37,0,75,84,0,65,0,20,56,53,96,83,0,0,63,47,48,41,205,95,108,1343,1135022,0.001183237,0.118323698,4.12
X,342f3da9819ce1f5ff8e569649277d59,0,29,16,0,0,36,20,42,20,5,0,12,35,29,0,0,0,0,0,0,0,0,0,0,244,1135022,0.000214974,0.021497381,4.02
X,34e6ea53f84ecdc24739d097afc5e7fb,0,0,19,0,0,35,18,19,18,35,0,23,31,0,27,0,0,0,0,15,0,0,0,0,240,1135022,0.00021145,0.021144965,4.02
X,34f92f6e28930dba2a1dc876a78d4915,46,36,0,0,0,0,70,0,59,20,0,29,61,0,0,123,0,93,139,145,167,0,0,0,988,1135022,0.000870468,0.087046771,4.09
X,35476e9d8c7734606ffc7dd09a5e2942,0,15,17,0,0,0,35,10,0,33,0,14,30,19,22,0,0,0,0,0,30,46,40,0,311,1135022,0.000274003,0.02740035,4.03
X,35845519e75ee6d9432c24a8975e4dbc,40,47,55,0,34,73,20,64,40,0,0,0,0,0,23,42,81,19,54,38,22,0,0,0,652,1135022,0.000574438,0.05744382,4.06
X,378ebc49aa43ea5c4d8eec8c50c0bb94,0,0,59,0,0,0,56,0,0,14,0,43,39,21,0,20,22,0,0,12,26,0,0,0,312,1135022,0.000274885,0.027488454,4.03
X,38497c998beab005fb77308d7da4bc91,0,0,21,0,33,83,32,0,14,0,22,60,13,0,0,36,0,28,22,20,29,9,0,0,422,1135022,0.000371799,0.037179896,4.04
X,384cc1ed47f9717cbaf2e9985e2576dc,38,0,56,0,53,51,43,93,42,0,0,0,0,0,36,0,0,0,70,64,0,0,0,0,546,1135022,0.000481048,0.048104794,4.05
X,3852523902b72b40a7621775d8aa9435,14,35,0,0,0,16,0,0,0,53,0,0,56,31,0,0,0,46,39,0,42,43,42,33,450,1135022,0.000396468,0.039646809,4.04
X,38c4d4d8a675313ae6639259f00ff97c,111,94,137,0,90,165,101,191,159,131,29,86,120,108,114,121,94,64,90,111,85,34,71,50,2356,1135022,0.002075731,0.207573069,4.21
X,392d199c17fd63f7a79eea2cdbfe87f0,175,254,227,77,233,200,246,205,297,193,65,282,311,286,94,215,155,195,225,226,146,177,175,209,4868,1135022,0.004288904,0.428890365,4.43
X,3a9cb06d27bd7df10538cbab8de97293,23,0,49,9,0,53,62,30,42,39,25,44,78,56,0,18,17,0,0,0,0,0,47,0,592,1135022,0.000521576,0.052157579,4.05
X,3aca17ea1d41cc369fd7e2b3d124d312,0,0,0,8,0,0,0,0,0,15,30,15,23,0,0,0,8,0,22,0,0,18,17,17,173,1135022,0.00015242,0.015241995,4.02
X,3b2cd93d269ccb3d848124cbe197a98c,54,64,46,32,80,94,139,108,47,52,11,41,109,55,86,65,61,35,42,9,97,85,56,57,1525,1135022,0.001343586,0.134358629,4.13
X,3b38999bdbf762d48005d1e4f7a5de40,275,392,199,117,241,194,339,309,304,166,29,141,321,305,228,413,352,491,304,167,264,991,809,814,8165,1135022,0.007193693,0.719369316,4.72
X,3c1801326a1ee64b174b5b420cf81f4a,0,0,0,9,23,28,0,0,0,0,0,17,20,59,28,0,12,0,0,0,0,14,18,36,264,1135022,0.000232595,0.023259461,4.02
X,3cf57b67f0f80276682fdd07686a6eff,35,15,0,0,57,0,59,29,23,21,0,0,0,48,0,26,46,0,0,21,0,48,67,134,629,1135022,0.000554174,0.055417428,4.06
X,3d76e6900f7026dd37efd85e68cb9e7c,0,0,0,0,61,55,18,0,0,60,0,0,52,19,40,0,16,79,35,0,52,46,10,54,597,1135022,0.000525981,0.052598099,4.05
X,3d8a3f9745dc9eaf84963ec99d125d84,16,38,59,0,36,42,183,72,53,27,0,15,98,49,23,87,30,21,49,58,65,0,16,24,1061,1135022,0.000934784,0.093478364,4.09
X,4001ebba692619127ba73cb0e0893060,38,36,0,24,102,38,131,46,42,41,23,111,100,93,67,0,0,35,64,0,41,71,89,69,1261,1135022,0.001110992,0.111099168,4.11
X,4017068a951170606948e850bd9fbd30,807,1619,1064,308,1303,1148,2127,811,997,693,274,965,990,1028,657,1136,1007,1039,1014,428,981,2306,1601,1709,26012,1135022,0.022917617,2.291761746,6.29
X,40fa96a2f7fc7b939f5eb0d52d7e5b3c,0,10,24,0,26,64,13,63,66,70,0,0,38,46,37,21,46,0,0,19,0,0,0,0,543,1135022,0.000478405,0.047840482,4.05
X,41772f5cba416fa7a1936368b92803fb,5,0,0,0,49,70,45,83,104,38,0,68,66,47,56,0,51,16,23,54,0,0,0,0,775,1135022,0.000682806,0.068280615,4.07
X,41f18ddfb0faf41179008f633a1c69f7,22,30,11,0,24,0,12,0,29,17,0,0,0,12,0,0,0,0,22,27,0,59,41,37,343,1135022,0.000302197,0.030219679,4.03
X,41f205eab60ecb7fdbf8841ba52ad69e,34,75,139,20,50,132,132,42,72,36,0,49,105,86,74,69,0,0,57,43,76,35,49,39,1414,1135022,0.001245791,0.124579083,4.12
X,424044e944610d8acafa32952718957d,0,16,57,0,0,44,7,24,37,0,0,18,13,0,27,0,0,0,0,0,14,0,0,0,257,1135022,0.000226427,0.022642733,4.02
X,42ebf1fbb8dc9c2a59a522951af7c89c,49,72,0,0,49,0,71,0,0,0,0,0,0,0,0,28,21,53,67,0,39,178,78,199,904,1135022,0.00079646,0.079646033,4.08
X,433c1fba6eff1395051c91936c2a53a4,5,7,7,0,0,7,8,9,6,6,0,0,0,0,0,7,0,7,0,6,7,14,7,8,111,1135022,9.77955E-05,0.009779546,4.01
X,4351d2689ebb61f85de63d886ea4c309,273,458,513,153,746,739,601,457,491,315,87,454,545,461,407,65,270,213,277,227,154,558,446,505,9415,1135022,0.008294993,0.82949934,4.83
X,43c9e86409734b832125a67753d9b6ab,140,232,106,99,305,182,174,208,218,272,47,145,310,202,344,74,245,230,243,95,309,243,403,240,5066,1135022,0.00446335,0.446334961,4.45
X,43e7568ca9f141c79b1104cc520c679f,5,9,19,0,0,15,13,31,0,0,0,9,8,4,4,17,14,0,6,29,19,0,0,0,202,1135022,0.00017797,0.017797012,4.02
X,43edc72eab30473b6d77ae8f89b43379,27,52,89,7,70,193,97,133,141,0,17,59,55,21,59,53,77,43,55,73,67,14,53,13,1468,1135022,0.001293367,0.1293367,4.13
X,4417ecc7507040687f59c27ab492fb87,48,147,394,20,108,248,107,60,190,255,99,222,380,142,268,51,64,38,94,135,64,14,36,22,3206,1135022,0.002824615,0.282461485,4.28
X,4458280dec92601aeb5872159cd10485,36,25,0,0,0,0,52,143,37,13,0,0,0,0,0,0,0,46,0,35,0,18,79,21,505,1135022,0.000444925,0.04449253,4.04
X,449d138904cecd3293dd6b94ebf6e210,0,32,0,0,63,0,0,13,28,7,12,135,0,38,22,0,0,0,0,23,0,0,0,0,373,1135022,0.000328628,0.032862799,4.03
X,44f304c5821e9efeb48bdf9f0bd82191,0,30,0,0,36,90,54,56,64,0,7,0,0,19,31,26,42,15,38,50,51,0,0,0,609,1135022,0.000536553,0.053655348,4.05
X,4536c1e5c27dd714898fe3f1b05b9bb2,0,0,0,0,0,0,0,55,81,77,0,116,193,132,0,27,0,27,0,91,46,0,0,42,887,1135022,0.000781483,0.078148265,4.08
X,45a9db0e9b18fda14379dfa2554ff370,166,187,107,123,137,92,177,0,0,147,0,0,221,0,71,0,0,0,150,0,90,259,244,318,2489,1135022,0.002192909,0.219290904,4.22
X,45d4963bdf8ca919a6dc6bd7d3e1696c,145,441,228,41,238,204,233,200,271,164,43,183,316,235,230,106,180,152,210,56,246,275,330,607,5334,1135022,0.004699468,0.469946838,4.47
X,467b1e4e70e3189aa1c29dd5d1426ec4,27,84,36,14,119,44,210,86,57,55,0,49,64,71,84,19,0,47,38,0,0,114,33,94,1345,1135022,0.001184999,0.118499906,4.12
X,475466b882ed396887ccb3af92e5cccc,0,41,122,0,55,154,111,290,95,0,0,22,0,19,16,61,52,0,21,56,37,0,0,20,1172,1135022,0.001032579,0.10325791,4.10
X,4821dee57a629564493ff191d3cbf9b4,88,123,150,13,86,113,191,61,110,51,32,71,93,90,79,218,205,200,421,284,458,35,59,70,3301,1135022,0.002908314,0.290831367,4.29
X,48cbefde19001137abb8b7976cf711e0,14,0,15,0,0,0,17,0,12,0,0,25,17,26,11,0,0,12,16,6,0,0,0,16,187,1135022,0.000164755,0.016475452,4.02
