,Cmin,MBC,MBC:MBN,BG,XYL,CHB,ITS:16S,16S (H'),ITS (H'),16S (PCoA 1),ITS (PCoA 1),r:K
Cmin,0,0.16,0.94,0.02,0.15,0.11,0.23,0.61,0.3,0.1,0.06,0.001
