,Nmin,MBC,MBC.N,NAG,LAP,FB,bac_alpha,fung_alpha,bac_beta,fung_beta,r:K
Nmin,0,0.67,0.88,0.34,0.02,0.53,0.9,0.83,0.77,0.98,0.54
