,Cmin,MBC,MBC.N,BG,XYL,CHB,FB,bac_alpha,fung_alpha,bac_beta,fung_beta,r:K
Cmin,1,0.25,0.01,0.37,0.23,0.25,0.2,0.11,0.16,-0.25,-0.31,0.59
