,Nmin,MBC,MBC.N,NAG,LAP,AM:ECM,FB,bac_alpha,fung_alpha,bac_beta,fung_beta,r:K
Nmin,1,0.09,0.05,0.17,0.38,0.37,0.02,-0.04,0.15,-0.08,0.09,0.15
