XXX,Sample,FD1,FD19,FD2,FD20,FD21,FD22,FD23,FD24,FD25,FD26,FD27,FD28,FD29,FD3,FD30,FD37,FD38,FD39,FD4,FD40,FD41,FD42,FD5,FD6,Totalpersample,totalallsample,relabund,relabundtimes100,size
,ab0184f9b865f34e92ea87ed83be9079,738,476,711,359,698,623,281,565,286,323,542,637,272,566,960,542,853,512,672,337,277,859,438,476,13003,1131861,0.01148816,1.148815977,5.15
,f1554c22d6d84c3d277f11d7a173399a,537,627,346,333,865,573,791,793,301,437,206,340,406,634,605,404,747,601,444,759,609,639,431,776,13204,1131861,0.011665743,1.166574341,5.17
X,7c5e43b67baf767b7e3dbfc961596180,1064,821,1309,367,612,484,300,344,748,585,310,380,512,1168,553,147,191,201,768,339,82,185,1266,1325,14061,1131861,0.012422904,1.242290352,5.24
,e19d2ae3bb9663795ab3089680a3f9cc,875,901,637,236,864,267,691,350,517,750,487,929,617,794,736,688,831,746,551,836,421,562,563,598,15447,1131861,0.013647436,1.364743551,5.36
X,6b11029a780b6fd78fc82ae5c77092d3,1249,1213,1062,559,645,444,643,673,401,500,495,291,0,1130,720,784,552,538,778,317,237,676,853,1039,15799,1131861,0.013958428,1.395842776,5.40
,d7abbdf4303cc5e5221d18d8a6bed3c7,594,833,586,450,757,584,812,926,673,774,533,613,434,726,603,804,1039,519,642,939,399,680,506,593,16019,1131861,0.014152798,1.415279791,5.42
X,29abf79937c29f1d4d7d5739225d3b22,1594,1207,1050,310,709,325,705,455,1140,968,648,816,82,980,683,500,726,305,449,694,303,324,780,712,16465,1131861,0.014546839,1.454683923,5.45
X,622f82cb77c0053f9260cc95a3a8a6d9,1137,903,834,438,742,189,536,664,855,886,829,621,944,1921,887,766,1170,1043,1105,986,598,803,1478,1034,21369,1131861,0.018879527,1.887952673,5.89
X,2e1ad4de8caa2af94cb2ae810b2ed9ce,513,711,549,284,1365,656,1247,1894,439,495,428,496,666,1380,1134,1297,1627,1906,1073,1150,1434,2095,908,1219,24966,1131861,0.022057479,2.205747879,6.21
X,157a7c6518a3b3e70daf62add4531002,1672,1717,1434,1156,1096,588,1767,692,1366,1988,738,1208,0,1359,619,1088,799,549,666,1405,1216,579,2163,594,26459,1131861,0.023376545,2.337654535,6.34
,b0546a8c6a38415c52d2dc916319d3fd,1135,1350,770,573,1536,2009,970,1790,344,506,578,908,609,1016,1306,1165,2743,1500,1168,1001,854,2060,687,991,27569,1131861,0.024357231,2.435723114,6.44
,ceee02490f5d19e92601d01378460755,2299,1206,2065,415,1144,399,1419,1409,1024,1546,1326,1439,1077,1811,1053,760,964,718,1462,632,387,466,1922,1450,28393,1131861,0.025085236,2.508523573,6.51
X,1c291466057260266d13db2efa0a99d7,1652,2720,830,506,1569,662,1709,1074,1293,2213,1202,1605,57,1114,1030,2203,1114,816,855,1923,1115,1155,913,1276,30606,1131861,0.027040423,2.704042281,6.70
X,4017068a951170606948e850bd9fbd30,2322,1862,1701,775,1791,1396,1219,2134,1105,980,1292,1878,1646,1471,2014,1134,1990,1425,1539,1277,1349,1284,1874,1933,37391,1131861,0.033034975,3.303497514,7.30
,bd1c5a1d598935c732723e49a713dee1,2794,2062,2195,994,1374,1261,1662,1575,1607,2798,1625,1733,1711,2320,1238,1063,1911,1389,1685,1512,827,1468,2654,1624,41082,1131861,0.036295976,3.629597627,7.63
X,90aca794c7e30b8a77e87f13ffc9a5cc,1455,2612,1401,918,2871,1413,2116,1695,1385,2442,761,1644,1631,1557,1665,1907,2188,1833,1123,2950,2270,2052,1535,1526,42950,1131861,0.037946356,3.79463556,7.79
,d829bee4984f82ffc2453212157caf96,2863,3878,3016,2159,2465,1864,3046,2577,1627,3017,1622,1994,2498,3563,2257,1721,2239,2291,2579,2673,2819,2645,4215,2289,61917,1131861,0.054703714,5.470371362,9.47
